0.000190333, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.50507, 1.50507, -1.50507, -6.27744e+066, -6.27744e+066, -6.27744e+066, 
0.0109613, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.0206331, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.0301187, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.0402841, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.0502536, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.0608697, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.0703509, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.079778, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.0893283, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.0998576, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.109527, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.118995, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.129606, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.139093, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.14844, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.159203, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.168628, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.178, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.188433, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.197859, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.207339, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.2177, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.227128, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
0.23656, -0, -0, 12.7279, 0, 0, 12.73, 0, 0, 0.0104001, -0, -0, -0, 0.785398, 0.785398, 0.785398, 1.4894, 1.4894, -1.4894, 155.529, 155.529, -155.529, 
